Number,Date,Team,Polar,Tweet
2, 2019-03-22,Bournemouth, -0.4, RT omearar FFP has been a fucking farce from start to finish Clubs like Blackburn and Forest have faced transfer sanctions Bham have
3, 2019-03-22,Bournemouth, 0.2, RT MarieAnnUK Just saw people getting on a coach at 230am in Bournemouth town centre heading for the PeoplesVoteMarch Really Heart War
4, 2019-03-22,Bournemouth, 0.0, Find out what is on this weekend in Bournemouth Christchurch amp Poole all in one place
5, 2019-03-22,Bournemouth, 0.5, RT BBCEarth A magical sunset in Bournemouth UKEarthCapture by SteveHogan
6, 2019-03-22,Bournemouth, 0.0, RT dhunts0102 If Sheffield Utd get promoted to prem they should charge all away fans 1889 for tickets as we were founded in 1889Other
7, 2019-03-22,Bournemouth, 0.0, RT dhunts0102 If Sheffield Utd get promoted to prem they should charge all away fans 1889 for tickets as we were founded in 1889Other
8, 2019-03-22,Bournemouth, 0.0, RT WhoScored Raheem Sterling Last 7 competitive starts Chelsea Schalke Chelsea Bournemouth Watford
9, 2019-03-22,Bournemouth, 0.0, RT SIBournemouth CONGRATULATIONS to Winners stemchallenge Y8 knightonhouse Runners Up St Peters Bournemouth Y9 St Peters Runners Up
10, 2019-03-22,Bournemouth, 0.5, RT BBCEarth A magical sunset in Bournemouth UKEarthCapture by SteveHogan
11, 2019-03-22,Bournemouth, 0.0, RT dhunts0102 If Sheffield Utd get promoted to prem they should charge all away fans 1889 for tickets as we were founded in 1889Other
12, 2019-03-22,Bournemouth, 0.0, A company has been fined 900000 after the death of an employee who died from head injuries when a wall collapsed
13, 2019-03-22,Bournemouth, 0.0, MarthaGill Leave areas Like Bournemouth Remain voters should invest in places like Bournemouth
14, 2019-03-22,Bournemouth, 0.2, RT MarieAnnUK Just saw people getting on a coach at 230am in Bournemouth town centre heading for the PeoplesVoteMarch Really Heart War
15, 2019-03-22,Bournemouth, 0.25, RT southcitizen284 Jordan Ibe was predicted to be a better player than Raheem Sterling in 2015 Four years later Sterling is banging in
16, 2019-03-22,Bournemouth, -0.4, RT omearar FFP has been a fucking farce from start to finish Clubs like Blackburn and Forest have faced transfer sanctions Bham have
17, 2019-03-22,Bournemouth, 0.5, RT Bournemouth4EU Big cheer Thats wonderful were just leaving Bournemouth on one of 14 Dorset coaches PVRoadTrip
18, 2019-03-22,Bournemouth, 0.3, Early start today to come over and represent 9263 at the Kent Provincial Grand Stewards Lodge 5866 installation i
19, 2019-03-22,Bournemouth, 0.0, RT WhoScored Raheem Sterling Last 7 competitive starts Chelsea Schalke Chelsea Bournemouth Watford
20, 2019-03-22,Bournemouth, 0.0, RT labourhistory As Derek Hatton returns to the Labour Party here is Neil Kinnock taking on the Militant Tendency in Bournemouth 1985
21, 2019-03-22,Bournemouth, 0.2, RT MarieAnnUK Just saw people getting on a coach at 230am in Bournemouth town centre heading for the PeoplesVoteMarch Really Heart War
22, 2019-03-22,Bournemouth, 0.0, RT WhoScored Raheem Sterling Last 7 competitive starts Chelsea Schalke Chelsea Bournemouth Watford
23, 2019-03-22,Bournemouth, 0.0, And for next weeks coach trip to Bournemouth Emma is making quinoa cupcakes
24, 2019-03-22,Bournemouth, 0.5, RT BBCEarth A magical sunset in Bournemouth UKEarthCapture by SteveHogan
25, 2019-03-22,Bournemouth, 0.0, Armed police called after altercation involving group of people in a vehicle and a man with a knife in Bournemouth
26, 2019-03-22,Bournemouth, 0.5, RT BBCEarth A magical sunset in Bournemouth UKEarthCapture by SteveHogan
27, 2019-03-22,Bournemouth, 0.0, RT WhoScored Raheem Sterling Last 7 competitive starts Chelsea Schalke Chelsea Bournemouth Watford
28, 2019-03-22,Bournemouth, 0.2, RT MarieAnnUK Just saw people getting on a coach at 230am in Bournemouth town centre heading for the PeoplesVoteMarch Really Heart War
29, 2019-03-22,Bournemouth, 0.01, Thanks to LizEarleMe for getting the subject of the menapause into the public arena LizEarleWb Transition time fo
30, 2019-03-22,Bournemouth, 0.0, RT tfNUFC Setting the Record Straight About the NUFC Away End at BournemouthWhilst there were a few isolated instances of unaccept
31, 2019-03-22,Bournemouth, 0.0, Anyway Alderney sit second in that league at the time of writing That coupled with how close they came to beatin
32, 2019-03-22,Bournemouth, -0.4, RT tfNUFC Home or away we go to EVERY NUFC game amp record a Matchday Podcast for our Patreon subscribers just 7 a monthHeres a sa
33, 2019-03-22,Bournemouth, 0.0, RT tfNUFC Setting the Record Straight About the NUFC Away End at BournemouthWhilst there were a few isolated instances of unaccept
34, 2019-03-22,Bournemouth, 0.2, RT MarieAnnUK Just saw people getting on a coach at 230am in Bournemouth town centre heading for the PeoplesVoteMarch Really Heart War
35, 2019-03-22,Bournemouth, 0.2, RT MarieAnnUK Just saw people getting on a coach at 230am in Bournemouth town centre heading for the PeoplesVoteMarch Really Heart War
36, 2019-03-22,Bournemouth, 0.0, RT tfNUFC Setting the Record Straight About the NUFC Away End at BournemouthWhilst there were a few isolated instances of unaccept
37, 2019-03-22,Bournemouth, 0.0, Dubai should quicken recovery of Francis and Cook UTCIAD
38, 2019-03-22,Bournemouth, 0.5, RT BBCEarth A magical sunset in Bournemouth UKEarthCapture by SteveHogan
39, 2019-03-22,Bournemouth, 0.0, RT WhoScored Raheem Sterling Last 7 competitive starts Chelsea Schalke Chelsea Bournemouth Watford
40, 2019-03-22,Bournemouth, -0.4, Home or away we go to EVERY NUFC game amp record a Matchday Podcast for our Patreon subscribers just 7 a month
41, 2019-03-22,Bournemouth, 0.2, RT MarieAnnUK Just saw people getting on a coach at 230am in Bournemouth town centre heading for the PeoplesVoteMarch Really Heart War
42, 2019-03-22,Bournemouth, 0.2, RT MarieAnnUK Just saw people getting on a coach at 230am in Bournemouth town centre heading for the PeoplesVoteMarch Really Heart War
43, 2019-03-22,Bournemouth, 0.2, RT MarieAnnUK Just saw people getting on a coach at 230am in Bournemouth town centre heading for the PeoplesVoteMarch Really Heart War
44, 2019-03-22,Bournemouth, 0.2, RT MarieAnnUK Just saw people getting on a coach at 230am in Bournemouth town centre heading for the PeoplesVoteMarch Really Heart War
45, 2019-03-22,Bournemouth, 0.2, RT MarieAnnUK Just saw people getting on a coach at 230am in Bournemouth town centre heading for the PeoplesVoteMarch Really Heart War
46, 2019-03-22,Bournemouth, 0.0, Setting the Record Straight About the NUFC Away End at BournemouthWhilst there were a few isolated instances
47, 2019-03-22,Bournemouth, -0.4, RT omearar FFP has been a fucking farce from start to finish Clubs like Blackburn and Forest have faced transfer sanctions Bham have
48, 2019-03-22,Bournemouth, 0.5, RT BBCEarth A magical sunset in Bournemouth UKEarthCapture by SteveHogan
49, 2019-03-22,Bournemouth, -0.4, RT omearar FFP has been a fucking farce from start to finish Clubs like Blackburn and Forest have faced transfer sanctions Bham have
50, 2019-03-22,Bournemouth, 0.0, RT CruzzKhater Sterling Vs HazardSterling 15 goals 10 assists Carrying Man City to another league title and possibly a trebleHaza
51, 2019-03-22,Bournemouth, 0.0, Bournemouth night out tonight Anyone recommend any boozers
52, 2019-03-22,Bournemouth, 0.0, Futuristic plans for Bournemouths medical science park at Wessex Fields
53, 2019-03-22,Bournemouth, 0.2, RT MarieAnnUK Just saw people getting on a coach at 230am in Bournemouth town centre heading for the PeoplesVoteMarch Really Heart War
54, 2019-03-22,Bournemouth, 0.2, RT MarieAnnUK Just saw people getting on a coach at 230am in Bournemouth town centre heading for the PeoplesVoteMarch Really Heart War
55, 2019-03-22,Bournemouth, 0.5, JugadorEdits Better than Bournemouths
56, 2019-03-22,Bournemouth, 0.0, RT WhoScored Raheem Sterling Last 7 competitive starts Chelsea Schalke Chelsea Bournemouth Watford
57, 2019-03-22,Bournemouth, 0.2, RT MarieAnnUK Just saw people getting on a coach at 230am in Bournemouth town centre heading for the PeoplesVoteMarch Really Heart War
58, 2019-03-22,Bournemouth, -0.03, RT AFitMind Early morning run along the beach 2 weeks until Half Marathon Bournemouth Bay RunBournemouth ukRunChat
59, 2019-03-22,Bournemouth, 0.0, A reminder to everyone that it is cricket force tomorrow 10am meet at C2 Lots to do
60, 2019-03-22,Bournemouth, -0.4, RT omearar FFP has been a fucking farce from start to finish Clubs like Blackburn and Forest have faced transfer sanctions Bham have
61, 2019-03-22,Bournemouth, -0.4, RT omearar FFP has been a fucking farce from start to finish Clubs like Blackburn and Forest have faced transfer sanctions Bham have
62, 2019-03-22,Bournemouth, 0.0, Sterling Vs HazardSterling 15 goals 10 assists Carrying Man City to another league title and possibly a treble
63, 2019-03-22,Bournemouth, 0.2, RT MarieAnnUK Just saw people getting on a coach at 230am in Bournemouth town centre heading for the PeoplesVoteMarch Really Heart War
64, 2019-03-22,Bournemouth, 0.2, RT MarieAnnUK Just saw people getting on a coach at 230am in Bournemouth town centre heading for the PeoplesVoteMarch Really Heart War
65, 2019-03-22,Bournemouth, 0.0, RT WhoScored Raheem Sterling Last 7 competitive starts Chelsea Schalke Chelsea Bournemouth Watford
66, 2019-03-22,Bournemouth, 0.2, RT MarieAnnUK Just saw people getting on a coach at 230am in Bournemouth town centre heading for the PeoplesVoteMarch Really Heart War
67, 2019-03-22,Bournemouth, 0.0, RT WhoScored Raheem Sterling Last 7 competitive starts Chelsea Schalke Chelsea Bournemouth Watford
68, 2019-03-22,Bournemouth, 0.0, Wales and Bournemouth ace David Brooks loves to nutmeg defenders but he has been warned if you try that again
69, 2019-03-22,Bournemouth, 0.5, Id like a magical evening in Bournemouth please
70, 2019-03-22,Bournemouth, 0.0, Raheem Sterling Last 7 competitive starts Chelsea Schalke Chelsea Bournemouth Watford
71, 2019-03-22,Bournemouth, 0.0, SOCCER SCHOOLS Were looking forward to our Easter Soccer Schools all of which can now be booked here
72, 2019-03-22,Bournemouth, 0.0, If Nick Pope was to sign for Bournemouth this summer he would become Englands 1 GK in no time
73, 2019-03-22,Bournemouth, 0.0, Palomafaith Please come back to Bournemouth again
74, 2019-03-22,Bournemouth, 0.5, RT BBCEarth A magical sunset in Bournemouth UKEarthCapture by SteveHogan
75, 2019-03-22,Bournemouth, 0.2, RT MarieAnnUK Just saw people getting on a coach at 230am in Bournemouth town centre heading for the PeoplesVoteMarch Really Heart War
76, 2019-03-22,Bournemouth, 0.2, RT MarieAnnUK Just saw people getting on a coach at 230am in Bournemouth town centre heading for the PeoplesVoteMarch Really Heart War
77, 2019-03-22,Bournemouth, -0.4, RT omearar FFP has been a fucking farce from start to finish Clubs like Blackburn and Forest have faced transfer sanctions Bham have
78, 2019-03-22,Bournemouth, 0.25, Good morning Bournemouth we are open and ready for all of your cycling needs weve been busy getting loads of
79, 2019-03-22,Bournemouth, -0.03, Early morning run along the beach 2 weeks until Half Marathon Bournemouth Bay RunBournemouth ukRunChat
80, 2019-03-22,Bournemouth, -0.4, RT omearar FFP has been a fucking farce from start to finish Clubs like Blackburn and Forest have faced transfer sanctions Bham have
81, 2019-03-22,Bournemouth, 0.0, Napoli have reportedly set their sights on Bournemouth defender Nathan Ake despite the 30m pricetag
82, 2019-03-22,Bournemouth, 0.5, RT BBCEarth A magical sunset in Bournemouth UKEarthCapture by SteveHogan
83, 2019-03-22,Bournemouth, 0.5, RT BBCEarth A magical sunset in Bournemouth UKEarthCapture by SteveHogan
84, 2019-03-22,Bournemouth, 0.25, RT southcitizen284 Jordan Ibe was predicted to be a better player than Raheem Sterling in 2015 Four years later Sterling is banging in
85, 2019-03-22,Bournemouth, 0.5, RT BBCEarth A magical sunset in Bournemouth UKEarthCapture by SteveHogan
86, 2019-03-22,Bournemouth, -0.4, RT omearar FFP has been a fucking farce from start to finish Clubs like Blackburn and Forest have faced transfer sanctions Bham have
87, 2019-03-22,Bournemouth, 0.3, NerdCage9 Sarris away days aint worth remembering 60 at City 40 at Bournemouth 20 at Arsenal 20 at Evert
88, 2019-03-22,Bournemouth, 0.2, Yah boo to the MPs who left no tip after dining at a Bournemouth restaurant last night Warm thanks to their friend
89, 2019-03-22,Bournemouth, -0.4, RT omearar FFP has been a fucking farce from start to finish Clubs like Blackburn and Forest have faced transfer sanctions Bham have
90, 2019-03-22,Bournemouth, 0.5, officialmatm superb performance last night at Bournemouth Tim and Andrew taking the band forward with lovely refe
91, 2019-03-22,Bournemouth, 0.5, RT BBCEarth A magical sunset in Bournemouth UKEarthCapture by SteveHogan
92, 2019-03-22,Bournemouth, 0.5, RT BBCEarth A magical sunset in Bournemouth UKEarthCapture by SteveHogan
93, 2019-03-22,Bournemouth, 0.5, RT BBCEarth A magical sunset in Bournemouth UKEarthCapture by SteveHogan
94, 2019-03-22,Bournemouth, 0.2, RT MarieAnnUK Just saw people getting on a coach at 230am in Bournemouth town centre heading for the PeoplesVoteMarch Really Heart War
95, 2019-03-22,Bournemouth, 0.0, GW7 Bournemouth H W 20Goals Propper Gross Assists Murray Stephens
96, 2019-03-22,Bournemouth, 0.5, RT BBCEarth A magical sunset in Bournemouth UKEarthCapture by SteveHogan
97, 2019-03-22,Bournemouth, 0.2, RT MarieAnnUK Just saw people getting on a coach at 230am in Bournemouth town centre heading for the PeoplesVoteMarch Really Heart War
98, 2019-03-22,Bournemouth, 0.5, RT BBCEarth A magical sunset in Bournemouth UKEarthCapture by SteveHogan
99, 2019-03-22,Bournemouth, 0.5, RT BBCEarth A magical sunset in Bournemouth UKEarthCapture by SteveHogan
0, 2019-03-22,Brighton, 0.0, PropertyLion 800 PriceDrop Address Barber Road Brighton Hill Basingstoke RG22 4EYStatus Reduced
1, 2019-03-22,Brighton, 0.55, If youre at VegFest VegfestUK in Brighton today make sure you visit Mitch amp Shirin Amazing food
2, 2019-03-22,Brighton, -0.14, On the Train from Croydon to Brighton Train started to smoke due to dragging break They told us to move down the
3, 2019-03-22,Brighton, 0.0, RT TicketAlien GIG ALERT 1 WEEK BRIGHTONwearelunabluecassavabandlivetheglittershopPorcelain PinkTHU 28 MAR at thehopeandruin
4, 2019-03-22,Brighton, 0.1, kevincmn Thanks for following us join the discussion in the app iOS at amp Android at
5, 2019-03-22,Brighton, 0.8, RT oliversbrighton Happy RavenclawPride Day Raise your wand if youre a proud Ravenclaw brighton harrypotter chamberofsecret
6, 2019-03-22,Brighton, -0.2, RT l1j995 Big Scott McKenna played through an injury on an artificial surface getting pelters today Hes got a cup semi final coming up
7, 2019-03-22,Brighton, 0.0, Scifi fan on a mission to replace stolen books fromlibrary
8, 2019-03-22,Brighton, 0.06, RT GatwickExpress Major improvement work is taking place between Gatwick Airport amp Brighton this weekendAs a result Gatwick Express
9, 2019-03-22,Brighton, 0.07, RT TheAPCP Only a few places still available for Introduction to Paediatric Physiotherapy this year Apply now B
10, 2019-03-22,Brighton, 0.8, Every Sunday at 630pm at the Brighthelm Centre church service unitedreformedchurch brighton All welcome
11, 2019-03-22,Brighton, 0.0, Im in Brighton with my mum and dog to attend Vegfest for the weekend Doesnt change how I start my day I have
